	Con1.1	Con1.2	Con1.3	Con2.1	Con2.2	Con2.3	Con3.1	Con3.2	Con3.3	Con4.1	Con4.2	Con4.3	Starved1.1	Starved1.2	Starved1.3	Starved2.1	Starved2.2	Starved2.3	Starved3.1	Starved3.2	Starved3.3	Starved4.1	Starved4.2	Starved4.3	Refed1.1	Refed1.2	Refed1.3	Refed2.1	Refed2.2	Refed2.3	Refed3.1	Refed3.2	Refed3.3	Refed4.1	Refed4.2	Refed4.3
OTU1198	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU3348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU3349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	2
OTU3343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU3340	0	2	0	2	4	2	0	2	2	0	0	0	4	0	4	0	0	0	0	1	2	5	6	0	0	0	0	0	8	5	0	0	3	4	53	16
OTU1192	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
OTU1195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
OTU3347	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3
OTU3344	0	0	0	0	0	0	0	0	0	0	0	0	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU3345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU2965	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1758	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU1756	251	46	24	2	8	1	1	72	4	3	248	5	3	2	3	0	5	2	0	2	0	0	0	0	0	0	3	1	190	2	1	1	2	1	4	1
OTU1754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU1753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU1752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1751	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
OTU4258	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
OTU1174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	2	0	0
OTU1173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU1172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU1171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU1170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU4251	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU4250	6	14	20	46	51	20	6	6	31	63	15	0	0	0	3	0	0	0	3	7	1	10	16	3	3	0	3	3	7	8	0	13	14	11	8	1
OTU4253	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1179	8	2	2	3	1	17	4	2	1	8	6	0	0	2	5	0	5	0	0	4	5	1	0	3	18	1	3	5	30	18	48	17	24	0	17	37
OTU1178	3	1	0	0	0	1	0	0	1	0	2	1	13	15	37	7	10	198	29	104	166	23	10	135	56	18	65	0	18	8	1	30	68	21	11	26
OTU510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU1811	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1285	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	2	0
OTU1287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU512	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	1	0
OTU1281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1280	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1003	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1289	0	0	0	0	2	1	0	0	0	0	1	0	2	2	2	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	2	5	0
OTU1288	0	2	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU3430	1	2	4	2	2	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
OTU1579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU1578	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU689	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0
OTU688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0
OTU685	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU686	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
OTU681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU683	3	0	0	0	1	2	75	0	0	0	2	3	0	0	0	7	10	25	0	0	27	0	0	3	5	7	0	8	0	0	1	8	0	1	235	0
OTU1574	1	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	3	0
OTU4260	0	0	0	3	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	2	0
OTU459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	2	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0
OTU872	0	0	1	0	3	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	1	0	0
OTU1225	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU3435	197	155	99	71	102	86	41	176	167	7	191	81	2	3	2	4	1	0	2	7	3	3	83	3	5	0	0	2	121	1	6	4	3	398	284	64
OTU1224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU3436	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	3	1	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0
OTU1223	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU3437	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
OTU1222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU1243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU407	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	3	8	1	3	0	0	0	0	0	0	0	2	0	0	3	5	0	0
OTU450	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	3	7	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU405	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	1	0
OTU404	5	14	8	4	9	35	9	10	17	4	1	0	5	0	0	0	1	0	0	1	0	4	20	3	0	0	0	0	12	3	0	0	1	1	25	10
OTU403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	12	0	0
OTU402	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0
OTU401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	3	0	0	0	0	0	0	0	1	1	0	0
OTU451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
OTU1379	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	3	0	0
OTU1378	0	0	0	1	2	0	2	0	2	0	0	1	0	5	1	0	1	1	0	140	0	0	11	9	2	0	0	0	4	0	0	416	39	376	2	1
OTU1219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU1342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU409	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	2	1
OTU408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0
OTU3835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU3837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	4	0	0	0	0	0	0	0	0	0	0	1	1	5
OTU3830	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU3833	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU3838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU1345	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU4033	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU4035	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU4034	0	0	0	0	0	0	0	0	0	0	0	0	10	6	0	0	0	4	6	0	6	1	3	0	0	14	5	0	29	0	0	0	0	0	0	0
OTU4037	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU4039	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU4038	20	16	12	19	16	0	0	18	18	2	45	16	0	1	1	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	1	0
OTU1228	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU3796	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1018	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU1245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	6	0	0	1	0	0	0	0	0	0	0
OTU378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0
OTU371	0	0	0	0	1	2	2	0	0	3	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU370	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0
OTU372	0	0	4	0	0	0	1	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	3	0	7	0	0	0	0	0	0	1	0	2	0	0
OTU375	3	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0
OTU374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0
OTU377	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU376	0	0	0	0	0	0	0	0	0	0	0	0	17	17	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1244	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU3093	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU393	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	3	0	0
OTU392	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	10	0	0
OTU391	0	0	0	0	0	0	0	0	0	1	0	0	10	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU390	0	0	1	0	0	0	0	1	0	0	0	1	1	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU397	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	3	4	1	2	0	0	1	0	0	0	0	0
OTU396	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	1	0	0	0
OTU395	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	2	0
OTU394	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0
OTU399	0	0	1	0	0	1	0	0	0	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0
OTU398	0	0	0	0	3	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
OTU3593	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU2309	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1247	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2301	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2300	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2302	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2304	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2306	0	0	6	0	0	0	1	3	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0
OTU3748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU3749	196	434	192	218	460	788	362	505	853	104	84	12	17	14	18	2	2	5	7	31	6	220	260	129	18	0	0	1	209	49	52	85	219	66	474	531
OTU3746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU3744	0	4	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
OTU3745	4	185	103	9	23	4	3	354	13	20	0	0	3	15	3	56	56	2	9	11	1	6	41	6	44	4	8	0	145	134	0	37	62	7	258	12
OTU3742	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0	3	0
OTU3740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU3741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
OTU245	0	0	0	0	0	0	3	0	0	0	0	1	2	2	0	0	0	5	0	27	4	2	0	10	2	0	0	0	0	1	0	0	0	0	1	0
OTU244	3	0	0	0	0	0	0	2	0	0	0	2	0	2	0	0	1	0	0	0	3	0	4	1	4	0	0	0	2	3	4	2	5	1	2	0
OTU247	0	0	0	0	0	3	0	1	0	0	0	0	2	2	2	2	4	0	3	0	0	4	1	5	0	0	0	0	1	2	2	1	0	1	6	3
OTU246	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	2	0	1	2	2	0	1	7	0	0	1	2	0	2
OTU241	7	1	0	0	0	1	1	2	0	1	0	1	0	0	1	0	1	0	0	0	1	0	1	2	1	0	0	0	1	3	1	2	1	0	0	0
OTU240	7	5	9	0	0	1	2	10	0	2	2	1	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	17	0	14	5	111	7	2	3
OTU243	0	1	6	1	2	2	3	5	0	0	2	1	4	0	2	1	9	0	0	2	2	0	0	0	10	5	2	3	2	0	0	0	0	12	0	1
OTU242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
OTU3591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU249	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	3	1	0	0	5	0	52	0	0	0	0	0	1	0	0	0	0	0	0
OTU248	0	0	7	9	3	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU2275	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2274	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2277	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	18	4	8	2	6	3	0	14	17	0	0	2	0	0	1	0	0	0
OTU2276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU2271	4	5	9	7	15	4	1	3	8	23	4	0	1	0	0	4	3	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	1	5	0
OTU2270	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2278	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	3	6	0	2	1	0	3	3	0	0	0	0	0	0	0	0	0
OTU2455	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2454	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2456	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2450	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU179	0	1	0	0	0	0	0	0	0	0	0	0	61	57	0	0	0	9	4	3	5	0	0	0	22	0	7	0	0	0	0	0	0	4	0	0
OTU178	0	0	0	0	0	0	0	2	1	0	0	5	0	0	1	15	8	21	0	0	20	2	0	2	0	0	0	0	38	1	2	0	1	1	0	3
OTU177	1	2	1	0	3	0	0	1	1	0	1	0	0	2	6	0	0	6	0	58	6	0	3	0	0	41	1	2	2	2	2	1	0	0	2	2
OTU176	0	0	0	0	0	0	3	1	0	0	0	0	23	19	56	0	0	7	0	0	10	0	0	4	21	3	4	0	0	0	0	0	0	3	2	0
OTU175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	22	23	0	0	0	0	0	0	0	2	0	0	0	13	0	0	0	0	0	0	0
OTU174	5	4	0	0	1	1	3	2	5	13	8	4	2	0	12	12	0	2	6	0	3	5	0	2	10	2	1	2	8	0	5	6	3	3	8	3
OTU173	0	0	0	0	0	2	0	0	0	0	0	0	17	20	1	0	0	0	10	0	0	22	0	20	0	2	5	0	0	1	0	1	2	1	0	0
OTU172	0	0	1	0	2	0	1	0	0	2	0	0	0	7	0	0	0	0	2	52	1	2	0	10	0	0	0	1	133	4	0	0	11	7	0	3
OTU171	1	1	2	0	9	5	7	4	8	3	2	5	12	14	5	1	1	3	0	8	4	7	2	12	0	3	0	1	4	8	1	6	0	3	2	2
OTU170	0	0	0	0	0	0	1	0	0	0	0	0	0	2	6	0	0	23	7	20	33	3	0	13	8	4	5	0	0	1	0	0	10	0	0	2
OTU3698	11	14	19	20	46	43	13	10	36	32	1	0	1	1	2	0	2	0	0	2	0	9	15	3	6	0	0	0	11	16	0	6	14	0	11	2
OTU3455	2	0	0	0	4	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	11	0	0	0	0	0	0
OTU2052	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2055	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2054	29	1	4	4	0	0	0	0	0	0	34	11	14	14	0	85	75	0	0	0	0	1	0	0	0	2	0	7	2	0	0	1	0	0	0	0
OTU1503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU3690	0	0	0	0	5	2	1	0	2	4	1	0	0	2	0	0	0	0	0	3	1	1	0	3	24	0	0	0	1	0	0	0	1	0	0	0
OTU3691	0	0	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU3692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU3693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
